StockCode,Description,Category,TotalRevenue,TotalQty,NumInvoices,NumCustomers,AvgPrice,MaxPrice,RevenueRank,IsSingleCustomerProduct
22662,LUNCH BAG DOLLY GIRL DESIGN,Bags,15489.99,9827,872,426,1.6510781,4.13,252,0
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,Lighting,15443.21,16657,821,463,0.9762382,2.08,253,0
22690,DOORMAT HOME SWEET HOME BLUE ,Home Decor,15424.51,2505,401,278,7.7300243,15.79,254,0
22634,CHILDS BREAKFAST SET SPACEBOY ,Home Decor,15387.899,1665,464,322,9.751735,9.95,255,0
22952,60 CAKE CASES VINTAGE CHRISTMAS,Christmas,15338.36,30764,904,570,0.54259,0.55,256,0
22333,RETROSPOT PARTY BAG + STICKER SET,Bags,15245.78,9938,597,333,1.6365589,3.29,257,0
22652,TRAVEL SEWING KIT,Home Decor,15239.31,9583,716,440,1.6527784,3.29,258,0
20719,WOODLAND CHARLOTTE BAG,Bags,15235.59,19288,1062,365,0.8415938,1.63,259,0
21122,SET/10 PINK POLKADOT PARTY CANDLES,Lighting,15225.77,12632,739,441,1.2481434,2.46,260,0
22193,RED DINER WALL CLOCK,Clocks,15224.09,1863,555,265,8.478852,16.63,261,0
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,Home Decor,15218.46,4298,578,323,3.7075126,4.25,262,0
84375,SET OF 20 KIDS COOKIE CUTTERS,Home Decor,15209.069,7585,626,389,2.0886033,4.13,263,0
22776,SWEETHEART CAKESTAND 3 TIER,Kitchen,15182.649,1611,595,420,9.843556,9.95,264,0
22635,CHILDS BREAKFAST SET DOLLY GIRL ,Home Decor,15106.35,1630,450,325,9.796723,9.95,265,0
22366,DOORMAT AIRMAIL ,Home Decor,15080.68,2390,434,252,7.49746,8.25,266,0
21914,BLUE HARMONICA IN BOX ,Home Decor,15078.72,12159,815,446,1.2683431,2.46,267,0
21975,PACK OF 60 DINOSAUR CAKE CASES,Kitchen,14941.21,31105,1133,543,0.5484233,1.25,268,0
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,Frames,14894.899,2344,510,279,6.687231,13.29,269,0
21889,WOODEN BOX OF DOMINOES,Home Decor,14877.12,12193,869,595,1.2626573,2.46,270,0
82582,AREA PATROLLED METAL SIGN,Signs,14876.0,7495,696,258,2.0967956,4.13,271,0
17003,BROCADE RING PURSE ,Bags,14827.71,71129,387,215,0.26433915,0.63,272,0
35004C,SET OF 3 COLOURED  FLYING DUCKS,Home Decor,14751.801,3100,229,112,5.150411,5.45,273,0
21891,TRADITIONAL WOODEN SKIPPING ROPE,Home Decor,14745.53,11833,664,483,1.3200277,1.45,274,0
21484,CHICK GREY HOT WATER BOTTLE,Home Decor,14692.92,4274,676,367,3.6162379,7.46,275,0
22619,SET OF 6 SOLDIER SKITTLES,Home Decor,14503.3,3917,577,421,3.81375,7.46,276,0
21844,RED RETROSPOT MUG,Kitchen,14473.8,5244,422,252,2.9029953,2.95,277,0
20718,RED RETROSPOT SHOPPER BAG,Bags,14460.51,12336,866,428,1.2496939,2.46,278,0
22367,CHILDRENS APRON SPACEBOY DESIGN,Signs,14444.79,7779,1003,593,1.9532336,4.13,279,0
22487,WHITE WOOD GARDEN PLANT LADDER,Home Decor,14350.66,1529,808,611,9.747254,19.96,280,0
22759,SET OF 3 NOTEBOOKS IN PARCEL,Stationery,14333.1,8978,634,472,1.665859,3.29,281,0
21165,BEWARE OF THE CAT METAL SIGN ,Signs,14195.141,9154,779,321,1.6644228,1.69,282,0
22993,SET OF 4 PANTRY JELLY MOULDS,Home Decor,14180.17,11792,866,431,1.2569094,2.46,283,0
84050,PINK HEART SHAPE EGG FRYING PAN,Home Decor,14163.9795,10206,557,308,1.6084957,4.13,284,0
22940,FELTCRAFT CHRISTMAS FAIRY,Christmas,14142.18,3446,547,392,4.2980065,8.29,285,0
85232B,SET/3 RUSSIAN DOLL STACKING TINS,Kitchen,14048.8,2936,441,208,4.9145374,4.95,286,0
84378,SET OF 3 HEART COOKIE CUTTERS,Home Decor,14022.84,11135,944,601,1.2909368,2.46,287,0
22150,3 STRIPEY MICE FELTCRAFT,Home Decor,14018.051,7767,829,505,1.9470236,4.13,288,0
21770,OPEN CLOSED METAL SIGN,Signs,13951.56,2901,580,423,4.9445467,9.96,289,0
22365,DOORMAT RESPECTABLE HOUSE,Home Decor,13948.4,2246,348,193,7.4945683,15.79,290,0
22667,RECIPE BOX RETROSPOT ,Home Decor,13868.8,4960,820,406,2.9283907,2.95,291,0
22606,WOODEN SKITTLES GARDEN SET,Home Decor,13850.34,1030,337,269,15.184914,15.95,292,0
21380,WOODEN HAPPY BIRTHDAY GARLAND,Cards/Gift,13843.9,4902,540,325,2.955939,5.79,293,0
22295,HEART FILIGREE DOVE LARGE,Home Decor,13717.02,8482,620,381,1.6537279,3.29,294,0
21169,YOU'RE CONFUSING ME METAL SIGN ,Signs,13568.711,8719,621,278,1.6628097,1.69,295,0
22730,ALARM CLOCK BAKELIKE IVORY,Clocks,13566.5,3615,616,289,3.7517889,7.46,296,0
22271,FELTCRAFT DOLL ROSIE,Home Decor,13496.66,4836,691,400,2.9451923,5.79,297,0
21094,SET/6 RED SPOTTY PAPER PLATES,Kitchen,13455.181,18278,692,328,0.8273315,0.85,298,0
22356,CHARLOTTE BAG PINK POLKADOT,Bags,13398.09,16711,1108,423,0.8511464,1.63,299,0
47556B,TEA TIME TEA TOWELS ,Home Decor,13366.3,5142,408,209,2.9421117,2.95,300,0
22804,CANDLEHOLDER PINK HANGING HEART,Lighting,13244.63,5021,587,351,2.957588,5.79,301,0
79323P,PINK CHERRY LIGHTS,Lighting,13198.1,2234,229,132,6.426087,6.75,302,0
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,Signs,13158.84,4644,714,383,2.9876583,5.79,303,0
22692,DOORMAT WELCOME TO OUR HOME,Home Decor,13120.31,1937,460,293,7.8242207,15.79,304,0
23356,LOVE HOT WATER BOTTLE,Home Decor,13115.399,2352,449,316,5.892917,5.95,305,0
22236,CAKE STAND 3 TIER MAGIC GARDEN,Kitchen,13108.8,1088,391,251,12.6038065,12.75,306,0
22636,CHILDS BREAKFAST SET CIRCUS PARADE,Home Decor,13100.58,1611,460,312,8.420394,8.5,307,0
23200,JUMBO BAG PEARS,Bags,13043.239,6733,470,262,2.0721383,4.13,308,0
21259,VICTORIAN SEWING BOX SMALL ,Home Decor,13028.359,2283,553,300,5.921741,12.46,309,0
23313,VINTAGE CHRISTMAS BUNTING,Christmas,12994.77,2755,359,254,4.9512935,10.79,310,0
23108,SET OF 10 LED DOLLY LIGHTS,Lighting,12985.23,2194,351,271,6.1484184,12.46,311,0
21390,FILIGRIS HEART WITH BUTTERFLY,Home Decor,12959.14,10710,482,280,1.2519132,2.46,312,0
35970,ZINC FOLKART SLEIGH BELLS,Home Decor,12885.7,7898,545,415,1.7134095,4.13,313,0
22655,VINTAGE RED KITCHEN CABINET,Kitchen,12845.0,76,52,45,186.32076,295.0,314,0
21704,BAG 250g SWIRLY MARBLES,Bags,12838.081,16938,464,287,0.84647185,1.63,315,0
22621,TRADITIONAL KNITTING NANCY,Kitchen,12833.17,8401,719,507,1.5802401,3.29,316,0
15044A,PINK PAPER PARASOL ,Stationery,12821.48,4900,194,116,2.9565642,5.79,317,0
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,Home Decor,12816.58,3516,621,383,3.7497928,7.46,318,0
21871,SAVE THE PLANET MUG,Kitchen,12722.38,11277,600,299,1.292978,3.29,319,0
22946,WOODEN ADVENT CALENDAR CREAM,Christmas,12707.101,876,208,152,16.311916,16.95,320,0
22766,PHOTO FRAME CORNICE,Frames,12566.33,4343,580,343,2.9518557,5.79,321,0
22627,MINT KITCHEN SCALES,Kitchen,12525.99,1512,558,322,8.459428,16.63,322,0
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,Christmas,12525.561,15872,889,578,0.84372044,0.85,323,0
23301,GARDENERS KNEELING PAD KEEP CALM ,Stationery,12493.48,7740,756,405,1.663815,3.29,324,0
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,Kitchen,12465.37,10377,625,278,1.265116,1.49,325,0
62018,SOMBRERO ,Home Decor,12419.65,9551,123,70,1.7944444,1.95,326,0
22584,PACK OF 6 PANNETONE GIFT BOXES,Cards/Gift,12400.039,5082,512,417,2.5500562,4.96,327,0
22846,BREAD BIN DINER STYLE RED ,Home Decor,12398.41,804,311,189,16.352018,16.95,328,0
21539,RED RETROSPOT BUTTER DISH,Home Decor,12393.0,2636,585,290,4.9060383,4.95,329,0
21155,RED RETROSPOT PEG BAG,Bags,12382.27,5872,724,364,2.280174,4.96,330,0
22553,PLASTERS IN TIN SKULLS,Kitchen,12357.6,7632,905,507,1.647566,1.65,331,0
21669,BLUE STRIPE CERAMIC DRAWER KNOB,Kitchen,12338.81,10073,639,262,1.2867157,3.29,332,0
21912,VINTAGE SNAKES & LADDERS,Cards/Gift,12337.97,3435,615,447,3.7839782,7.46,333,0
22485,SET OF 2 WOODEN MARKET CRATES,Home Decor,12248.25,1003,341,280,12.635217,12.75,334,0
22303,COFFEE MUG APPLES DESIGN,Kitchen,12213.1,5323,480,266,2.5139048,4.96,335,0
75049L,LARGE CIRCULAR MIRROR MOBILE,Frames,12203.501,13590,230,106,1.1210743,1.25,336,0
22654,DELUXE SEWING KIT ,Home Decor,12196.02,2150,440,300,5.9911203,11.63,337,0
15056P,EDWARDIAN PARASOL PINK,Home Decor,12141.209,2492,321,186,5.841799,12.46,338,0
21124,SET/10 BLUE SPOTTY PARTY CANDLES,Lighting,12131.22,10026,599,406,1.246656,1.25,339,0
85042,ANTIQUE LILY FAIRY LIGHTS,Lighting,12085.95,2669,281,142,4.8276224,4.95,340,0
21888,BINGO SET,Home Decor,12064.95,3269,626,444,3.7833588,7.46,341,0
23207,LUNCH BAG ALPHABET DESIGN,Bags,12029.06,7554,647,377,1.652921,4.13,342,0
22838,3 TIER CAKE TIN RED AND CREAM,Kitchen,12015.2295,883,228,184,14.753559,29.13,343,0
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,Home Decor,11920.3,9673,814,490,1.294313,2.46,344,0
22179,SET 10 LIGHTS NIGHT OWL,Lighting,11880.189,1847,401,201,6.711875,13.29,345,0
22464,HANGING METAL HEART LANTERN,Lighting,11782.149,7541,645,397,1.6206744,3.29,346,0
84212,"ASSORTED FLOWER COLOUR ""LEIS""",Home Decor,11764.319,24672,258,140,0.6218007,0.65,347,0
20723,STRAWBERRY CHARLOTTE BAG,Bags,11750.0,14654,988,356,0.8501278,1.63,348,0
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,Kitchen,11689.261,8890,697,404,1.4210662,3.29,349,0
23077,DOUGHNUT LIP GLOSS ,Home Decor,11640.7,9662,308,217,1.2418447,1.25,350,0
21668,RED STRIPE CERAMIC DRAWER KNOB,Kitchen,11582.0,9496,614,255,1.27759,3.29,351,0
23174,REGENCY SUGAR BOWL GREEN,Kitchen,11575.54,2956,268,190,4.1267285,8.29,352,0
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,Home Decor,11574.15,7611,321,181,1.6342565,1.65,353,0
22082,RIBBON REEL STRIPES DESIGN ,Cards/Gift,11564.43,7119,819,512,1.6606278,3.29,354,0
22207,FRYING PAN UNION FLAG,Home Decor,11523.36,2920,324,189,4.2812724,8.29,355,0
22192,BLUE DINER WALL CLOCK,Clocks,11511.78,1391,511,260,8.461508,16.63,356,0
47567B,TEA TIME KITCHEN APRON,Kitchen,11511.72,2160,320,179,5.8936706,12.46,357,0
22750,FELTCRAFT PRINCESS LOLA DOLL,Home Decor,11495.76,3146,597,362,3.7572656,7.46,358,0
20975,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery,11452.25,18017,763,460,0.64915353,0.65,359,0
21787,RAIN PONCHO RETROSPOT,Home Decor,11414.08,14752,350,221,0.8480328,1.63,360,0
22834,HAND WARMER BABUSHKA DESIGN,Signs,11411.33,7213,484,300,1.9806439,4.13,361,0
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,Christmas,11350.13,2461,286,215,4.922635,10.79,362,0
20969,RED FLORAL FELTCRAFT SHOULDER BAG,Bags,11335.41,3138,518,285,3.7773046,7.46,363,0
22623,BOX OF VINTAGE JIGSAW BLOCKS ,Cards/Gift,11329.42,2235,500,334,5.312278,12.46,364,0
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,Kitchen,11297.9795,9390,563,263,1.2679627,1.49,365,0
22444,GROW YOUR OWN PLANT IN A CAN ,Home Decor,11262.07,9203,328,249,1.2438166,1.25,366,0
21906,PHARMACIE FIRST AID TIN,Kitchen,11235.65,1663,311,214,6.722337,7.13,367,0
20676,RED RETROSPOT BOWL,Kitchen,11203.13,9598,720,372,1.2405142,2.46,368,0
22198,LARGE POPCORN HOLDER ,Home Decor,11200.3,7078,478,240,1.6363013,1.65,369,0
22950,36 DOILIES VINTAGE CHRISTMAS,Christmas,11188.4,8216,307,256,1.4397436,1.45,370,0
22301,COFFEE MUG CAT + BIRD DESIGN,Kitchen,11162.789,4863,466,273,2.5195928,2.55,371,0
22088,PAPER BUNTING COLOURED LACE,Kitchen,11113.45,4047,478,266,2.9046748,2.95,372,0
22151,PLACE SETTING WHITE HEART,Kitchen,11049.33,27416,645,361,0.42371717,1.63,373,0
84987,SET OF 36 TEATIME PAPER DOILIES,Stationery,11028.831,7843,642,406,1.4527676,2.92,374,0
21498,RED RETROSPOT WRAP ,Cards/Gift,11008.74,27147,799,454,0.41730863,0.42,375,0
47599A,PINK PARTY BAGS,Bags,11005.28,5956,325,202,2.0665476,2.1,376,0
21260,FIRST AID TIN,Kitchen,10932.35,3449,442,303,3.2399359,3.4,377,0
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,Stationery,10897.05,2805,363,228,4.1877575,4.25,378,0
22631,CIRCUS PARADE LUNCH BOX ,Home Decor,10893.23,5923,469,271,1.9409426,4.13,379,0
21671,RED SPOT CERAMIC DRAWER KNOB,Kitchen,10882.47,9027,568,265,1.262906,1.49,380,0
22988,SOLDIERS EGG CUP ,Kitchen,10860.22,9389,349,207,1.2565196,2.46,381,0
84988,SET OF 72 PINK HEART PAPER DOILIES,Stationery,10852.65,7680,618,379,1.4573976,2.92,382,0
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,Lighting,10844.74,5712,426,208,2.0684614,2.1,383,0
22649,STRAWBERRY FAIRY CAKE TEAPOT,Kitchen,10810.6,2250,414,200,4.919841,4.95,384,0
22616,PACK OF 12 LONDON TISSUES ,Home Decor,10809.66,38084,633,319,0.3106442,0.83,385,0
35400,WOODEN BOX ADVENT CALENDAR ,Christmas,10781.699,1247,331,241,8.885442,8.95,386,0
22637,PIGGY BANK RETROSPOT ,Home Decor,10708.52,4408,496,329,2.5321414,4.96,387,0
21326,AGED GLASS SILVER T-LIGHT HOLDER,Lighting,10697.3,17578,532,307,0.6416084,0.65,388,0
22768,FAMILY PHOTO FRAME CORNICE,Frames,10668.39,1150,320,243,9.904599,19.96,389,0
22729,ALARM CLOCK BAKELIKE ORANGE,Clocks,10637.94,2887,500,236,3.760544,7.46,390,0
21937,STRAWBERRY   PICNIC BAG,Bags,10629.0,3820,499,286,2.9298058,2.95,391,0
22740,POLKADOT PEN,Stationery,10623.23,12887,205,163,0.8450711,0.85,392,0
22109,FULL ENGLISH BREAKFAST PLATE,Kitchen,10555.89,2939,389,205,3.7518873,7.46,393,0
22417,PACK OF 60 SPACEBOY CAKE CASES,Kitchen,10549.99,21049,911,521,0.54713386,1.25,394,0
21868,POTTING SHED TEA MUG,Kitchen,10545.18,8934,719,377,1.268416,3.29,395,0
22580,ADVENT CALENDAR GINGHAM SACK,Christmas,10534.579,1818,388,275,6.0008726,11.63,396,0
22791,T-LIGHT GLASS FLUTED ANTIQUE,Lighting,10513.34,9153,332,226,1.2326405,2.46,397,0
21907,I'M ON HOLIDAY METAL SIGN,Signs,10504.149,5090,694,381,2.1018584,4.13,398,0
21172,PARTY METAL SIGN ,Signs,10498.57,7517,804,420,1.4595962,4.13,399,0
22468,BABUSHKA LIGHTS STRING OF 10,Lighting,10486.14,1668,335,196,6.666695,13.29,400,0
22508,DOORSTOP RETROSPOT HEART,Home Decor,10456.0,2741,577,400,3.7772682,7.46,401,0
21242,RED RETROSPOT PLATE ,Kitchen,10388.961,6512,519,289,1.6777736,1.69,402,0
22274,FELTCRAFT DOLL EMILY,Home Decor,10383.66,3728,578,344,2.9498692,5.79,403,0
22488,NATURAL SLATE RECTANGLE CHALKBOARD,Home Decor,10356.56,6496,653,426,1.6465765,3.29,404,0
21749,LARGE RED RETROSPOT WINDMILL,Home Decor,10331.399,5454,215,153,2.0720928,2.1,405,0
21833,CAMOUFLAGE LED TORCH,Lighting,10273.65,6237,337,210,1.6841041,1.69,406,0
22663,JUMBO BAG DOLLY GIRL DESIGN,Bags,10249.81,5389,526,268,2.0070467,4.13,407,0
21429,RED GINGHAM ROSE JEWELLERY BOX,Home Decor,10240.35,6131,764,418,1.7117755,1.95,408,0
22418,10 COLOUR SPACEBOY PEN,Stationery,10231.701,12308,473,332,0.8594546,1.63,409,0
23170,REGENCY TEA PLATE ROSES ,Kitchen,10190.79,6575,328,224,1.657538,3.29,410,0
22595,GINGHAM HEART DECORATION,Home Decor,10176.341,12520,640,481,0.8529018,1.63,411,0
20828,GLITTER BUTTERFLY CLIPS,Home Decor,10091.25,4275,499,261,2.531426,2.55,412,0
21670,BLUE SPOT CERAMIC DRAWER KNOB,Kitchen,10078.48,8204,580,260,1.2718678,1.49,413,0
21624,VINTAGE UNION JACK DOORSTOP,Cards/Gift,10077.2295,1725,350,281,5.927867,5.96,414,0
22302,COFFEE MUG PEARS  DESIGN,Kitchen,10061.26,4815,352,212,2.5082583,4.96,415,0
23208,LUNCH BAG VINTAGE LEAF DESIGN,Bags,10006.45,6225,597,305,1.6451219,1.65,416,0
23300,GARDENERS KNEELING PAD CUP OF TEA ,Kitchen,9963.39,6303,635,351,1.6653005,3.29,417,0
22968,ROSE COTTAGE KEEPSAKE BOX ,Cards/Gift,9941.55,1093,243,182,9.735795,9.95,418,0
21982,PACK OF 12 SUKI TISSUES ,Home Decor,9941.399,32050,521,335,0.31487456,0.83,419,0
22620,4 TRADITIONAL SPINNING TOPS,Home Decor,9935.931,7696,654,449,1.3469297,2.46,420,0
22466,FAIRY TALE COTTAGE NIGHTLIGHT,Lighting,9928.2,5652,308,199,1.9295031,1.95,421,0
82001S,VINYL RECORD FRAME SILVER,Frames,9879.67,2849,196,86,3.7281,7.46,422,0
22966,GINGERBREAD MAN COOKIE CUTTER,Home Decor,9840.41,8220,610,422,1.2592814,2.46,423,0
22840,ROUND CAKE TIN VINTAGE RED,Kitchen,9839.38,1318,377,281,7.9033504,15.79,424,0
16014,SMALL CHINESE STYLE SCISSOR,Home Decor,9838.98,30369,92,46,0.39499998,0.42,425,0
22795,SWEETHEART RECIPE BOOK STAND,Stationery,9817.25,1519,402,227,6.692056,6.75,426,0
21257,VICTORIAN SEWING BOX MEDIUM,Home Decor,9765.14,1294,360,206,7.9308553,15.79,427,0
23343,JUMBO BAG VINTAGE CHRISTMAS ,Christmas,9748.34,4908,385,286,2.0784342,4.13,428,0
22348,TEA BAG PLATE RED RETROSPOT,Bags,9739.461,11984,690,344,0.8530996,1.63,429,0
21922,UNION STRIPE WITH FRINGE  HAMMOCK,Home Decor,9671.739,1286,330,204,7.9025,16.63,430,0
23076,ICE CREAM SUNDAE LIP GLOSS,Home Decor,9668.16,7920,248,202,1.2449397,1.25,431,0
21086,SET/6 RED SPOTTY PAPER CUPS,Kitchen,9666.699,16070,621,311,0.65068007,1.63,432,0
22970,LONDON BUS COFFEE MUG,Kitchen,9666.3,4246,276,180,2.4929578,2.55,433,0
84880,WHITE WIRE EGG HOLDER,Home Decor,9629.05,1745,327,185,6.0401177,7.5,434,0
22694,WICKER STAR ,Home Decor,9521.1,4621,720,484,2.0961537,2.1,435,0
21756,BATH BUILDING BLOCK WORD,Home Decor,9501.88,1599,519,327,5.9867816,11.63,436,0
21890,S/6 WOODEN SKITTLES IN COTTON BAG,Bags,9489.36,3344,411,335,3.0597959,5.79,437,0
84792,ENCHANTED BIRD COATHANGER 5 HOOK,Home Decor,9456.53,2229,437,248,4.622622,9.13,438,0
22064,PINK DOUGHNUT TRINKET POT ,Home Decor,9450.6,6304,479,213,1.6318359,3.29,439,0
20754,RETROSPOT RED WASHING UP GLOVES,Home Decor,9436.32,4866,679,363,2.0847714,2.1,440,0
20979,36 PENCILS TUBE RED RETROSPOT,Stationery,9411.4795,7804,518,310,1.2446429,1.25,441,0
20829,GLITTER HANGING BUTTERFLY STRING,Signs,9409.189,4728,404,207,2.1142018,4.13,442,0
22120,WELCOME  WOODEN BLOCK LETTERS,Home Decor,9398.649,978,316,196,9.866377,10.13,443,0
21531,RED RETROSPOT SUGAR JAM BOWL,Kitchen,9389.1,3952,612,324,2.5177066,2.55,444,0
21974,SET OF 36 PAISLEY FLOWER DOILIES,Home Decor,9379.311,6655,557,355,1.4649822,2.92,445,0
21735,TWO DOOR CURIO CABINET,Home Decor,9350.399,799,202,139,12.54423,12.75,446,0
21558,SKULL LUNCH BOX WITH CUTLERY ,Home Decor,9330.449,3917,532,267,2.5314848,2.55,447,0
22656,VINTAGE BLUE KITCHEN CABINET,Kitchen,9290.0,45,37,30,214.86487,295.0,448,0
20682,RED RETROSPOT CHILDRENS UMBRELLA,Home Decor,9284.16,2938,478,296,3.2653785,6.63,449,0
22300,COFFEE MUG DOG + BALL DESIGN,Kitchen,9281.489,4025,411,254,2.5237732,2.55,450,0
22942,CHRISTMAS LIGHTS 10 SANTAS ,Christmas,9278.45,1224,217,176,7.862661,8.5,451,0
22668,PINK BABY BUNTING,Kitchen,9269.31,3301,381,296,2.9566667,5.79,452,0
22904,CALENDAR PAPER CUT DESIGN,Signs,9245.99,3241,398,269,2.9619238,5.79,453,0
82552,WASHROOM METAL SIGN,Signs,9209.91,6836,654,346,1.3593806,2.46,454,0
22767,TRIPLE PHOTO FRAME CORNICE ,Frames,9204.779,994,279,197,9.867153,9.95,455,0
22180,RETROSPOT LAMP,Lighting,9186.5,946,358,226,9.898777,9.95,456,0
23171,REGENCY TEA PLATE GREEN ,Kitchen,9184.9,5966,270,195,1.672583,3.29,457,0
22978,PANTRY ROLLING PIN,Home Decor,9184.28,2407,197,153,3.7522728,7.46,458,0
22144,CHRISTMAS CRAFT LITTLE FRIENDS,Christmas,9171.3,4475,535,392,2.132976,4.13,459,0
22349,DOG BOWL CHASING BALL DESIGN,Kitchen,9112.75,2399,318,226,3.740031,7.46,460,0
21745,GAOLERS KEYS DECORATIVE GARDEN ,Home Decor,9110.65,2707,460,236,3.743579,8.29,461,0
22380,TOY TIDY SPACEBOY  ,Home Decor,9102.8,4682,549,300,2.0895958,4.13,462,0
22429,ENAMEL MEASURING JUG CREAM,Home Decor,9088.29,2201,526,364,4.2527747,8.29,463,0
51008,AFGHAN SLIPPER SOCK PAIR,Home Decor,9051.601,2828,72,44,3.3907897,3.45,464,0
22549,PICTURE DOMINOES,Frames,9023.99,6367,540,403,1.475829,3.29,465,0
23175,REGENCY MILK JUG PINK ,Home Decor,9008.0,3066,272,206,3.195055,3.25,466,0
22131,FOOD CONTAINER SET 3 LOVE HEART ,Home Decor,8976.82,5032,496,276,1.9727391,4.13,467,0
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,Bags,8969.2705,2449,504,278,3.7574525,7.46,468,0
21892,TRADITIONAL WOODEN CATCH CUP GAME ,Kitchen,8959.42,7389,601,447,1.2690061,2.46,469,0
22992,REVOLVER WOODEN RULER ,Home Decor,8950.29,4917,285,217,1.9619595,4.13,470,0
47570B,TEA TIME TABLE CLOTH,Home Decor,8916.78,934,188,129,10.538659,10.65,471,0
22089,PAPER BUNTING VINTAGE PAISLEY,Kitchen,8868.7,3205,421,290,2.9285252,2.95,472,0
21781,MA CAMPAGNE CUTLERY BOX,Home Decor,8848.45,611,314,150,14.87072,14.95,473,0
22741,FUNKY DIVA PEN,Stationery,8712.911,10345,196,132,0.8526396,1.63,474,0
22844,VINTAGE CREAM DOG FOOD CONTAINER,Cards/Gift,8685.99,1056,366,229,8.519736,16.63,475,0
84030E,ENGLISH ROSE HOT WATER BOTTLE,Home Decor,8665.16,2135,408,254,4.2497983,8.29,476,0
22121,NOEL WOODEN BLOCK LETTERS ,Home Decor,8640.64,1462,386,303,5.9635015,11.63,477,0
79000,MOROCCAN TEA GLASS,Kitchen,8633.811,11609,333,195,0.82691646,0.85,478,0
22725,ALARM CLOCK BAKELIKE CHOCOLATE,Clocks,8607.84,2330,419,217,3.7846382,7.46,479,0
21769,VINTAGE POST OFFICE CABINET,Cards/Gift,8562.52,134,48,42,77.175995,79.95,480,0
22947,WOODEN ADVENT CALENDAR RED,Christmas,8561.65,779,162,124,12.570481,16.95,481,0
23582,VINTAGE DOILY JUMBO BAG RED ,Bags,8535.26,4447,234,186,2.0665975,2.08,482,0
23581,JUMBO BAG PAISLEY PARK,Bags,8529.24,4373,302,230,2.059619,2.08,483,0
21980,PACK OF 12 RED RETROSPOT TISSUES ,Home Decor,8517.18,31276,569,406,0.305724,0.83,484,0
21985,PACK OF 12 HEARTS DESIGN TISSUES ,Signs,8491.52,24938,734,493,0.3109067,0.83,485,0
21154,RED RETROSPOT OVEN GLOVE ,Home Decor,8478.819,7170,593,327,1.266656,2.46,486,0
21385,IVORY HANGING DECORATION  HEART,Signs,8456.331,10301,505,320,0.85218287,1.63,487,0
22812,PACK 3 BOXES CHRISTMAS PANNETONE,Christmas,8423.57,4459,351,270,2.0090697,4.13,488,0
23318,BOX OF 6 MINI VINTAGE CRACKERS,Cards/Gift,8350.41,3647,329,270,2.4571514,2.49,489,0
22244,3 HOOK HANGER MAGIC GARDEN,Home Decor,8330.101,4606,281,169,1.9262886,1.95,490,0
22989,SET 2 PANTRY DESIGN TEA TOWELS,Signs,8323.17,2697,311,241,3.2295282,3.28,491,0
79323LP,LIGHT PINK CHERRY LIGHTS,Lighting,8311.0,1420,159,107,6.4474845,6.75,492,0
84839,SWEETHEART KEY CABINET,Home Decor,8302.95,1493,351,219,6.607972,6.75,493,0
21135,VICTORIAN  METAL POSTCARD SPRING,Cards/Gift,8302.12,5860,380,251,1.6798756,1.69,494,0
35961,FOLKART ZINC HEART CHRISTMAS DEC,Christmas,8300.221,10734,397,262,0.8447129,0.85,495,0
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,Home Decor,8274.61,6833,383,201,1.2463814,1.49,496,0
37370,RETRO COFFEE MUGS ASSORTED,Kitchen,8271.449,7283,344,184,1.2179093,1.65,497,0
21243,PINK  SPOTTY PLATE ,Kitchen,8265.15,5211,395,210,1.6763029,1.69,498,0
20974,12 PENCILS SMALL TUBE SKULL,Stationery,8219.45,12961,684,370,0.6483871,0.65,499,0
23319,BOX OF 6 MINI 50'S CRACKERS,Home Decor,8216.79,3539,365,300,2.464173,2.49,500,0
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,Home Decor,8213.59,2793,354,232,3.1033156,6.63,501,0
22751,FELTCRAFT PRINCESS OLIVIA DOLL,Home Decor,8205.29,2259,414,269,3.7739637,7.46,502,0
23322,LARGE WHITE HEART OF WICKER,Home Decor,8184.7,2908,511,350,2.9476135,5.79,503,0
20677,PINK POLKADOT BOWL,Kitchen,8175.3,7015,545,268,1.247242,2.46,504,0
21777,RECIPE BOX WITH METAL HEART,Signs,8173.3496,1073,312,169,7.9095016,7.95,505,0
23082,SET 6 PAPER TABLE LANTERN HEARTS ,Lighting,8129.43,2265,263,205,3.7230403,3.75,506,0
